,Site,Index,Latitude,Longitude,Climate,Population Status,Weight,Height,Wing Chord,Colour,Sex,Nesting Site,Nesting Height,Number of Eggs,Egg Weight,Flock,Home Range,Flock Size,Predator Presence,Predator Type
557,Belize,BE,17.25,-88.75,Coastal,Introduced,29.7,13.58,6.99,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
558,Belize,BE,17.25,-88.75,Coastal,Introduced,31.21,16.59,7.44,Black,Female,Shrub,49.38,3,2.77,D,Small,23,Yes,Avian
559,Belize,BE,17.25,-88.75,Coastal,Introduced,29.86,15.25,7.24,Black,Female,Shrub,51.32,3,2.42,C,Large,16,Yes,Avian
560,Belize,BE,17.25,-88.75,Coastal,Introduced,27.24,12.62,6.84,Black,Female,Shrub,25.58,3,2.69,E,Small,21,Yes,Avian
561,Belize,BE,17.25,-88.75,Coastal,Introduced,32.27,16.15,7.37,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
562,Belize,BE,17.25,-88.75,Coastal,Introduced,30.22,15.61,7.29,Black,Female,Tree,1294.14,3,2.52,D,Small,23,Yes,Avian
563,Belize,BE,17.25,-88.75,Coastal,Introduced,27.71,13.09,6.91,Brown,Female,Shrub,46.04,4,2.98,E,Small,21,Yes,Avian
564,Belize,BE,17.25,-88.75,Coastal,Introduced,29.99,13.87,7.03,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
565,Belize,BE,17.25,-88.75,Coastal,Introduced,32.02,15.9,7.34,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
566,Belize,BE,17.25,-88.75,Coastal,Introduced,31.19,15.07,7.21,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
567,Belize,BE,17.25,-88.75,Coastal,Introduced,30.1,15.49,7.27,Brown,Female,Shrub,32.8,3,2.63,E,Small,21,Yes,Avian
568,Belize,BE,17.25,-88.75,Coastal,Introduced,28.56,13.94,7.04,Brown,Female,Shrub,67.66,4,2.99,E,Small,21,Yes,Avian
569,Belize,BE,17.25,-88.75,Coastal,Introduced,30.7,14.58,7.14,Grey,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
570,Belize,BE,17.25,-88.75,Coastal,Introduced,29.73,15.11,7.22,Black,Female,Shrub,40.93,3,2.63,D,Small,23,Yes,Avian
571,Belize,BE,17.25,-88.75,Coastal,Introduced,29.62,15.01,7.2,Brown,Female,Shrub,68.37,4,2.94,E,Small,21,Yes,Avian
572,Belize,BE,17.25,-88.75,Coastal,Introduced,30.15,14.03,7.06,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
573,Belize,BE,17.25,-88.75,Coastal,Introduced,30.99,14.87,7.18,Black,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
574,Belize,BE,17.25,-88.75,Coastal,Introduced,29,14.38,7.11,Black,Female,Shrub,41.44,3,2.68,E,Small,21,Yes,Avian
575,Belize,BE,17.25,-88.75,Coastal,Introduced,31.37,15.26,7.24,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
576,Belize,BE,17.25,-88.75,Coastal,Introduced,28.8,12.69,6.85,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
577,Belize,BE,17.25,-88.75,Coastal,Introduced,28.6,13.98,7.05,Black,Female,Shrub,64.25,3,2.6,C,Large,16,Yes,Avian
578,Belize,BE,17.25,-88.75,Coastal,Introduced,31.04,14.93,7.19,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
579,Belize,BE,17.25,-88.75,Coastal,Introduced,29.53,14.91,7.19,Brown,Female,Shrub,44.86,3,2.69,E,Small,21,Yes,Avian
580,Belize,BE,17.25,-88.75,Coastal,Introduced,30.12,14,7.05,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
581,Belize,BE,17.25,-88.75,Coastal,Introduced,31.84,15.72,7.31,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
582,Belize,BE,17.25,-88.75,Coastal,Introduced,30.4,14.28,7.09,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
583,Belize,BE,17.25,-88.75,Coastal,Introduced,31.35,15.23,7.24,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
584,Belize,BE,17.25,-88.75,Coastal,Introduced,30.66,14.55,7.13,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
585,Belize,BE,17.25,-88.75,Coastal,Introduced,30.23,15.62,7.29,Brown,Female,Shrub,39,4,3.03,E,Small,21,Yes,Avian
586,Belize,BE,17.25,-88.75,Coastal,Introduced,31.34,15.22,7.23,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
587,Belize,BE,17.25,-88.75,Coastal,Introduced,28.48,13.87,7.03,Black,Female,Tree,837.78,3,2.46,D,Small,23,Yes,Avian
588,Belize,BE,17.25,-88.75,Coastal,Introduced,30.16,14.04,7.06,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
589,Belize,BE,17.25,-88.75,Coastal,Introduced,29.26,13.14,6.92,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
590,Belize,BE,17.25,-88.75,Coastal,Introduced,30.01,15.4,7.26,Black,Female,Shrub,45.33,3,2.47,E,Small,21,Yes,Avian
591,Belize,BE,17.25,-88.75,Coastal,Introduced,29.82,15.2,7.23,Brown,Female,Shrub,71.14,4,3.07,E,Small,21,Yes,Avian
592,Belize,BE,17.25,-88.75,Coastal,Introduced,29.36,14.74,7.16,Brown,Female,Shrub,28.39,3,2.8,E,Small,21,Yes,Avian
593,Belize,BE,17.25,-88.75,Coastal,Introduced,27.48,12.86,6.88,Black,Female,Tree,807.21,2,2.28,E,Small,21,Yes,Avian
594,Belize,BE,17.25,-88.75,Coastal,Introduced,28.15,13.54,6.98,Black,Female,Shrub,29.09,4,2.98,D,Small,23,Yes,Avian
595,Belize,BE,17.25,-88.75,Coastal,Introduced,30.49,14.38,7.11,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
596,Belize,BE,17.25,-88.75,Coastal,Introduced,29.68,13.57,6.99,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
597,Belize,BE,17.25,-88.75,Coastal,Introduced,30.27,14.15,7.07,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
598,Belize,BE,17.25,-88.75,Coastal,Introduced,32.4,16.28,7.39,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
599,Belize,BE,17.25,-88.75,Coastal,Introduced,29.66,15.04,7.21,Brown,Female,Shrub,74.27,4,2.87,E,Small,21,Yes,Avian
600,Belize,BE,17.25,-88.75,Coastal,Introduced,29.16,13.05,6.91,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
601,Belize,BE,17.25,-88.75,Coastal,Introduced,27.79,13.18,6.93,Black,Female,Tree,1257.61,2,2.37,D,Small,23,Yes,Avian
602,Belize,BE,17.25,-88.75,Coastal,Introduced,31.8,15.68,7.3,Black,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
603,Belize,BE,17.25,-88.75,Coastal,Introduced,30.04,15.43,7.27,Black,Female,Shrub,54.04,3,2.53,E,Small,21,Yes,Avian
604,Belize,BE,17.25,-88.75,Coastal,Introduced,28.78,14.17,7.08,Black,Female,Shrub,14.69,4,2.93,D,Small,23,Yes,Avian
605,Belize,BE,17.25,-88.75,Coastal,Introduced,30.85,14.74,7.16,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
606,Belize,BE,17.25,-88.75,Coastal,Introduced,29.86,15.24,7.24,Black,Female,Shrub,67.6,3,2.77,D,Small,23,Yes,Avian
607,Belize,BE,17.25,-88.75,Coastal,Introduced,27.86,11.75,6.71,Black,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
608,Belize,BE,17.25,-88.75,Coastal,Introduced,29.84,15.23,7.24,Brown,Female,Tree,962.24,4,2.85,E,Small,21,Yes,Avian
609,Belize,BE,17.25,-88.75,Coastal,Introduced,31.64,17.02,7.5,Black,Female,Tree,940.4,3,2.54,D,Small,23,Yes,Avian
610,Belize,BE,17.25,-88.75,Coastal,Introduced,28.61,14,7.05,Black,Female,Shrub,59.46,3,2.67,E,Small,21,Yes,Avian
611,Belize,BE,17.25,-88.75,Coastal,Introduced,29.5,14.89,7.18,Black,Female,Shrub,21.69,3,2.78,D,Small,23,Yes,Avian
612,Belize,BE,17.25,-88.75,Coastal,Introduced,28.47,13.85,7.03,Black,Female,Tree,619.08,3,2.75,D,Small,23,Yes,Avian
613,Belize,BE,17.25,-88.75,Coastal,Introduced,29.67,13.55,6.98,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
614,Belize,BE,17.25,-88.75,Coastal,Introduced,31.3,16.69,7.45,Black,Female,Shrub,33.4,3,2.56,E,Small,21,Yes,Avian
615,Belize,BE,17.25,-88.75,Coastal,Introduced,27.58,12.96,6.9,Black,Female,Shrub,63.91,3,2.73,C,Large,16,Yes,Avian
616,Belize,BE,17.25,-88.75,Coastal,Introduced,31.98,15.86,7.33,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
617,Belize,BE,17.25,-88.75,Coastal,Introduced,30.66,14.55,7.13,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
618,Belize,BE,17.25,-88.75,Coastal,Introduced,29.81,13.69,7.01,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
619,Belize,BE,17.25,-88.75,Coastal,Introduced,29.86,15.25,7.24,Black,Female,Tree,53.87,3,2.63,D,Small,23,Yes,Avian
620,Belize,BE,17.25,-88.75,Coastal,Introduced,27.75,11.63,6.7,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
621,Belize,BE,17.25,-88.75,Coastal,Introduced,31.53,15.41,7.26,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
622,Belize,BE,17.25,-88.75,Coastal,Introduced,30.83,16.21,7.38,Black,Female,Shrub,51.43,3,2.8,D,Small,23,Yes,Avian
623,Belize,BE,17.25,-88.75,Coastal,Introduced,30.26,14.14,7.07,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
624,Belize,BE,17.25,-88.75,Coastal,Introduced,28.64,14.03,7.06,Black,Female,Shrub,57.67,2,2.29,C,Large,16,Yes,Avian
625,Belize,BE,17.25,-88.75,Coastal,Introduced,27.91,13.29,6.95,Black,Female,Shrub,34.51,3,2.55,D,Small,23,Yes,Avian
626,Belize,BE,17.25,-88.75,Coastal,Introduced,31.53,15.41,7.26,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
627,Belize,BE,17.25,-88.75,Coastal,Introduced,29.59,14.97,7.2,Black,Female,Shrub,44.03,3,2.74,D,Small,23,Yes,Avian
628,Belize,BE,17.25,-88.75,Coastal,Introduced,30.72,14.6,7.14,Black,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
629,Belize,BE,17.25,-88.75,Coastal,Introduced,30.12,14.01,7.05,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
630,Belize,BE,17.25,-88.75,Coastal,Introduced,30.69,14.57,7.14,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
631,Belize,BE,17.25,-88.75,Coastal,Introduced,29.56,14.94,7.19,Black,Female,Tree,792.39,3,2.73,E,Small,21,Yes,Avian
632,Belize,BE,17.25,-88.75,Coastal,Introduced,28.86,12.74,6.86,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
633,Belize,BE,17.25,-88.75,Coastal,Introduced,29.11,13,6.9,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
634,Belize,BE,17.25,-88.75,Coastal,Introduced,28.98,12.87,6.88,Grey,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
635,Belize,BE,17.25,-88.75,Coastal,Introduced,29.3,14.68,7.15,Black,Female,Shrub,52.06,3,2.55,D,Small,23,Yes,Avian
636,French Guiana,FG,4,-53,Coastal,Introduced,22.73,18.23,8.48,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
637,French Guiana,FG,4,-53,Coastal,Introduced,22.68,18.18,8.48,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
638,French Guiana,FG,4,-53,Coastal,Introduced,23.36,18.86,8.58,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
639,French Guiana,FG,4,-53,Coastal,Introduced,23.22,18.72,8.56,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
640,French Guiana,FG,4,-53,Coastal,Introduced,23.94,19.44,8.67,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
641,French Guiana,FG,4,-53,Coastal,Introduced,22.31,17.81,8.42,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
642,French Guiana,FG,4,-53,Coastal,Introduced,24.69,20.19,8.78,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
643,French Guiana,FG,4,-53,Coastal,Introduced,23.48,18.98,8.6,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
644,French Guiana,FG,4,-53,Coastal,Introduced,21.75,18.75,8.56,Black,Female,Shrub,33.5,9,1.95,D,Small,41,Yes,Hawk
645,French Guiana,FG,4,-53,Coastal,Introduced,21.64,18.64,8.55,Brown,Female,Shrub,32.75,9,1.94,E,Small,57,Yes,Hawk
646,French Guiana,FG,4,-53,Coastal,Introduced,24.78,20.28,8.79,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
647,French Guiana,FG,4,-53,Coastal,Introduced,23.03,18.53,8.53,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
648,French Guiana,FG,4,-53,Coastal,Introduced,22.07,19.07,8.61,Black,Female,Shrub,42.88,9,2.07,E,Small,57,Yes,Hawk
649,French Guiana,FG,4,-53,Coastal,Introduced,23.23,18.73,8.56,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
650,French Guiana,FG,4,-53,Coastal,Introduced,25.35,20.85,8.88,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
651,French Guiana,FG,4,-53,Coastal,Introduced,21.16,18.16,8.47,Black,Female,Shrub,40.84,9,2.04,C,Small,50,Yes,Hawk
652,French Guiana,FG,4,-53,Coastal,Introduced,23.42,18.92,8.59,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
653,French Guiana,FG,4,-53,Coastal,Introduced,19.38,16.38,8.21,Brown,Female,Shrub,51.54,9,2.19,E,Small,57,Yes,Hawk
654,French Guiana,FG,4,-53,Coastal,Introduced,24.39,19.89,8.73,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
655,French Guiana,FG,4,-53,Coastal,Introduced,22.79,18.29,8.49,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
656,French Guiana,FG,4,-53,Coastal,Introduced,23.76,20.76,8.86,Brown,Female,Shrub,27.2,8,1.86,E,Small,57,Yes,Hawk
657,French Guiana,FG,4,-53,Coastal,Introduced,23.68,19.18,8.63,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
658,French Guiana,FG,4,-53,Coastal,Introduced,23.23,18.73,8.56,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
659,French Guiana,FG,4,-53,Coastal,Introduced,24.43,19.93,8.74,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
660,French Guiana,FG,4,-53,Coastal,Introduced,21.31,18.31,8.5,Black,Female,Shrub,62.88,10,2.34,C,Small,50,Yes,Hawk
661,French Guiana,FG,4,-53,Coastal,Introduced,24.68,21.68,9,Brown,Female,Shrub,44.73,9,2.1,E,Small,57,Yes,Hawk
662,French Guiana,FG,4,-53,Coastal,Introduced,23.72,19.22,8.63,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
663,French Guiana,FG,4,-53,Coastal,Introduced,22.79,18.29,8.49,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
664,French Guiana,FG,4,-53,Coastal,Introduced,22.42,19.42,8.66,Brown,Female,Shrub,41.28,9,2.05,E,Small,57,Yes,Hawk
665,French Guiana,FG,4,-53,Coastal,Introduced,22.37,19.37,8.66,Black,Female,Tree,731.62,9,2.03,E,Small,57,Yes,Hawk
666,French Guiana,FG,4,-53,Coastal,Introduced,22.59,18.09,8.46,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
667,French Guiana,FG,4,-53,Coastal,Introduced,21.68,18.68,8.55,Brown,Female,Shrub,39.56,10,2.36,E,Small,57,Yes,Hawk
668,French Guiana,FG,4,-53,Coastal,Introduced,24.55,20.05,8.76,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
669,French Guiana,FG,4,-53,Coastal,Introduced,22.17,19.17,8.63,Brown,Female,Shrub,64.16,9,2.01,E,Small,57,Yes,Hawk
670,French Guiana,FG,4,-53,Coastal,Introduced,23.53,19.03,8.6,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
671,French Guiana,FG,4,-53,Coastal,Introduced,20.99,17.99,8.45,Black,Female,Tree,714.24,9,2.11,E,Small,57,Yes,Hawk
672,French Guiana,FG,4,-53,Coastal,Introduced,22.38,19.38,8.66,Black,Female,Shrub,37.97,9,2.05,E,Small,57,Yes,Hawk
673,French Guiana,FG,4,-53,Coastal,Introduced,21.18,18.18,8.48,Brown,Female,Shrub,46.07,10,2.47,E,Small,57,Yes,Hawk
674,French Guiana,FG,4,-53,Coastal,Introduced,23.86,19.36,8.65,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
675,French Guiana,FG,4,-53,Coastal,Introduced,22.09,19.09,8.61,Black,Female,Shrub,41.01,9,1.93,D,Small,41,Yes,Hawk
676,French Guiana,FG,4,-53,Coastal,Introduced,21.19,18.19,8.48,Brown,Female,Shrub,72.68,9,2.08,E,Small,57,Yes,Hawk
677,French Guiana,FG,4,-53,Coastal,Introduced,19.98,16.98,8.3,Black,Female,Tree,950.46,8,1.58,D,Small,41,Yes,Hawk
678,French Guiana,FG,4,-53,Coastal,Introduced,21.26,18.26,8.49,Black,Female,Shrub,32.41,9,2.28,C,Small,50,Yes,Hawk
679,French Guiana,FG,4,-53,Coastal,Introduced,23.88,19.38,8.66,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
680,French Guiana,FG,4,-53,Coastal,Introduced,25.23,20.73,8.86,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
681,French Guiana,FG,4,-53,Coastal,Introduced,23.3,18.8,8.57,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
682,French Guiana,FG,4,-53,Coastal,Introduced,21,18,8.45,Black,Female,Shrub,43.84,9,1.96,E,Small,57,Yes,Hawk
683,French Guiana,FG,4,-53,Coastal,Introduced,20.69,17.69,8.4,Black,Female,Tree,902.84,10,2.45,D,Small,41,Yes,Hawk
684,French Guiana,FG,4,-53,Coastal,Introduced,22.5,18,8.45,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
685,French Guiana,FG,4,-53,Coastal,Introduced,21.43,18.43,8.52,Brown,Female,Shrub,25.73,9,2.14,E,Small,57,Yes,Hawk
686,French Guiana,FG,4,-53,Coastal,Introduced,23.75,20.75,8.86,Brown,Female,Shrub,58.32,9,2.05,E,Small,57,Yes,Hawk
687,French Guiana,FG,4,-53,Coastal,Introduced,21.45,18.45,8.52,Black,Female,Shrub,34.39,9,2.29,C,Small,50,Yes,Hawk
688,French Guiana,FG,4,-53,Coastal,Introduced,21.14,18.14,8.47,Black,Female,Shrub,71.35,9,1.96,C,Small,50,Yes,Hawk
689,French Guiana,FG,4,-53,Coastal,Introduced,22.05,19.05,8.61,Brown,Female,Tree,1152.71,10,2.64,E,Small,57,Yes,Hawk
690,French Guiana,FG,4,-53,Coastal,Introduced,23.3,18.8,8.57,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
691,French Guiana,FG,4,-53,Coastal,Introduced,20.9,17.9,8.43,Brown,Female,Shrub,47.73,9,2.14,E,Small,57,Yes,Hawk
692,French Guiana,FG,4,-53,Coastal,Introduced,22.24,19.24,8.64,Black,Female,Shrub,41,9,1.96,D,Small,41,Yes,Hawk
693,French Guiana,FG,4,-53,Coastal,Introduced,22.38,19.38,8.66,Black,Female,Tree,584.59,9,2.18,D,Small,41,Yes,Hawk
694,French Guiana,FG,4,-53,Coastal,Introduced,24.23,21.23,8.93,Black,Female,Tree,1417.2,9,2.17,D,Small,41,Yes,Hawk
695,French Guiana,FG,4,-53,Coastal,Introduced,24.7,20.2,8.78,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
696,French Guiana,FG,4,-53,Coastal,Introduced,23.78,19.28,8.64,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
697,French Guiana,FG,4,-53,Coastal,Introduced,22.3,17.8,8.42,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
698,French Guiana,FG,4,-53,Coastal,Introduced,23.97,19.47,8.67,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
699,French Guiana,FG,4,-53,Coastal,Introduced,23.85,19.35,8.65,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
700,French Guiana,FG,4,-53,Coastal,Introduced,21.41,18.41,8.51,Black,Female,Shrub,58.9,9,1.92,E,Small,57,Yes,Hawk
701,French Guiana,FG,4,-53,Coastal,Introduced,22.65,18.15,8.47,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
702,French Guiana,FG,4,-53,Coastal,Introduced,21.75,18.75,8.56,Black,Female,Tree,993.63,9,2.04,C,Small,50,Yes,Hawk
703,French Guiana,FG,4,-53,Coastal,Introduced,25.04,20.54,8.83,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
704,French Guiana,FG,4,-53,Coastal,Introduced,22.55,19.55,8.68,Black,Female,Shrub,34.6,10,2.31,C,Small,50,Yes,Hawk
705,French Guiana,FG,4,-53,Coastal,Introduced,23.56,20.56,8.83,Black,Female,Tree,913.17,9,2.13,D,Small,41,Yes,Hawk
706,French Guiana,FG,4,-53,Coastal,Introduced,23.75,19.25,8.64,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
707,French Guiana,FG,4,-53,Coastal,Introduced,21.54,17.04,8.31,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
708,French Guiana,FG,4,-53,Coastal,Introduced,21.19,18.19,8.48,Black,Female,Shrub,85.23,9,2.11,D,Small,41,Yes,Hawk
709,French Guiana,FG,4,-53,Coastal,Introduced,21.5,18.5,8.53,Black,Female,Tree,872.97,8,1.9,E,Small,57,Yes,Hawk
710,French Guiana,FG,4,-53,Coastal,Introduced,23.81,19.31,8.65,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
711,French Guiana,FG,4,-53,Coastal,Introduced,23.21,18.71,8.56,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
712,French Guiana,FG,4,-53,Coastal,Introduced,23.46,20.46,8.82,Black,Female,Tree,1447.15,9,2.18,D,Small,41,Yes,Hawk
713,French Guiana,FG,4,-53,Coastal,Introduced,22.87,19.87,8.73,Brown,Female,Tree,835.89,9,1.94,E,Small,57,Yes,Hawk
714,French Guiana,FG,4,-53,Coastal,Introduced,21.05,18.05,8.46,Black,Female,Shrub,48.34,9,2.17,C,Small,50,Yes,Hawk
715,French Guiana,FG,4,-53,Coastal,Introduced,23.47,18.97,8.6,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
716,French Guiana,FG,4,-53,Coastal,Introduced,23.61,19.11,8.62,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
717,French Guiana,FG,4,-53,Coastal,Introduced,22.45,17.95,8.44,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
718,French Guiana,FG,4,-53,Coastal,Introduced,23.66,19.16,8.62,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
719,French Guiana,FG,4,-53,Coastal,Introduced,23.3,20.3,8.8,Black,Female,Shrub,34.4,9,2.12,C,Small,50,Yes,Hawk
720,French Guiana,FG,4,-53,Coastal,Introduced,22.34,17.84,8.43,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
721,French Guiana,FG,4,-53,Coastal,Introduced,23.72,19.22,8.63,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
722,French Guiana,FG,4,-53,Coastal,Introduced,22.8,19.8,8.72,Black,Female,Tree,1024.87,9,1.94,D,Small,41,Yes,Hawk
723,French Guiana,FG,4,-53,Coastal,Introduced,22.77,18.27,8.49,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
724,French Guiana,FG,4,-53,Coastal,Introduced,20.38,17.38,8.36,Brown,Female,Shrub,51.26,8,1.7,E,Small,57,Yes,Hawk
725,French Guiana,FG,4,-53,Coastal,Introduced,22.84,19.84,8.73,Brown,Female,Shrub,50.54,9,1.95,E,Small,57,Yes,Hawk
726,French Guiana,FG,4,-53,Coastal,Introduced,23.15,18.65,8.55,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
727,French Guiana,FG,4,-53,Coastal,Introduced,22.78,18.28,8.49,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
728,French Guiana,FG,4,-53,Coastal,Introduced,22.56,18.06,8.46,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
729,French Guiana,FG,4,-53,Coastal,Introduced,22.73,19.73,8.71,Brown,Female,Shrub,31.29,9,2.18,E,Small,57,Yes,Hawk
730,French Guiana,FG,4,-53,Coastal,Introduced,23.06,18.56,8.53,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
731,French Guiana,FG,4,-53,Coastal,Introduced,21.75,18.75,8.56,Black,Female,Shrub,40.25,10,2.45,D,Small,41,Yes,Hawk
732,French Guiana,FG,4,-53,Coastal,Introduced,22.83,18.33,8.5,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
733,French Guiana,FG,4,-53,Coastal,Introduced,22.8,19.8,8.72,Black,Female,Shrub,60.74,9,2.06,C,Small,50,Yes,Hawk
734,French Guiana,FG,4,-53,Coastal,Introduced,22.01,17.51,8.38,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
735,French Guiana,FG,4,-53,Coastal,Introduced,23.95,19.45,8.67,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
736,French Guiana,FG,4,-53,Coastal,Introduced,22.92,19.92,8.74,Brown,Female,Tree,906.89,9,1.9,E,Small,57,Yes,Hawk
737,French Guiana,FG,4,-53,Coastal,Introduced,21.69,18.69,8.55,Black,Female,Shrub,47.52,8,1.84,D,Small,41,Yes,Hawk
738,French Guiana,FG,4,-53,Coastal,Introduced,24.16,19.66,8.7,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
739,French Guiana,FG,4,-53,Coastal,Introduced,22.36,17.86,8.43,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
